Class,rico:identifier,rico:hasRecordSetType,dcterms:title,dcterms:description,dcterms:dateInterv,dcterms:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition,SOCIETES-DROP,INSTRUMENTS-DROP,DOC_ECRIT_DROP,rico:documents,dcterms:isVersionOf,rico:isDraftOf,rico:hasOrHadSubject,rico:hasDocumentaryFormType,rico:locationURI,rico:locationOS
rico:RecordSet,B12.5.1,Sous-dossier d'archives,,Documents officiels,1893/1895,,,,,,,B12.5,,,,,,,,,,,,
rico:Record,B12.5.1/1,,,Affaire Puerto Santa-Maria,,,,,,,,B12.5.1,,,3989,,,3989,,,4008;4044,,,
rico:Record,B12.5.1/2,,,Rapport sur les mines de Faria,,1893,,,,,,B12.5.1,,,3989,,,3989,,,4008,,,
rico:Record,B12.5.1/3,,,"Société franco-italienne des eaux, anciennement société métallurgique lyonnaise",,1895-12-30,,,,,,B12.5.1,,,3995,,,3995,,,,,,
rico:RecordSet,B12.5.2,Sous-dossier d'archives,,Divers documents non-liés à la Buire,,,,,,,,B12.5,,,,,,,,,,,,
rico:Record,B12.5.2/1,,Alliance des chambres syndicales lyonnaises. Scrutin de ballotage,3 exemplaires,,,,,,,,B12.5.2,,,,,,,,,,,,
rico:Record,B12.5.2/2,,,"Alliance des chambres syndicales patronales, élection des juges au tribunal de commerce",,,,,,,,B12.5.2,,,,,,,,,,,,
rico:RecordSet,B8,Sous-série d'archives,,Documents et ouvrages liés à la Buire,1865/1905,,,,,,,B8-B12,Bureau de Marc Seguin Travée 4 étagère 7,,,,,,,,,,,
rico:RecordSet,B8.1,Dossier d'archives,,Monographies liées à la Buire,1865/1905,,,,,,,B8,,,,,,,,,,,,
rico:Record,B8.1/1,,,Chemin de fer d'intérêt local. Ligne de St Étienne au Rhône par Pélussin et Annonay. Avant-projet. Mémoire explicatif,,1873,,"M. Ed. Huart de la Marre, ingénieur civil;MM. Vavin et Durruthy, banquiers de Paris",,,"Imp. Balaÿ, 8, rue des jardins, Saint-Étienne",B8.1,,,3987,,,3987,,,4008;4014,,https://sws.geonames.org/2980291/ Saint-Étienne,
rico:Record,B8.1/10,,,"Rapport confidentiel sur la situation actuelle de la Société des générateurs à vaporisation instantanée, système L. Serpollet",,1894,,"René de Prandières, ingénieur des arts et manufactures, licencié en droit",,,"Im.-Pap. L. Silland, 9, cours Ganbetta, Lyon",B8.1,,,3989,,,3989,,,4008,,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B8.1/11,,,Notes sommaires sur un cours de tissage professé aux chantiers de la Buire,,1885,,"M.J. Loir, professeur de tissage à l'école supérieure de commerce à Lyon, à l'École la Martinière, à l'Enseignement professionnel du Rhône",,,"Imprimerie Pitrat ainé, 4 rue Gentil",B8.1,,Couverture ou reliure endommagée,3989,,,3989,,,4008,,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B8.1/12,,,"Planches isolées de l'ouvrage ""Notes sommaires sur un cours de tissage professé aux chantiers de la Buire""",,1885,,"M.J. Loir, professeur de tissage à l'école supérieure de commerce à Lyon, à l'École la Martinière, à l'Enseignement professionnel du Rhône",,,,B8.1,,,3989,,,3989,,,4008,,,
rico:Record,B8.1/13,,,Séance du 9 août 1867,,1867,,Société d'Encouragement pour l'Industrie Nationale,,,,B8.1,,,3994;3987,,,3994;3987,,,4008,,https://sws.geonames.org/2988507/ Paris,
rico:Record,B8.1/14,,,Portefeuille de l'ingénieur des chemins de fer,,1905-02-08,3917,,,,"Librairie scientifique, industrielle et agricole Eugène Lacroix, éditeur, 15 quai Malaquais Paris",B8.1,,,,,,,,,,,https://sws.geonames.org/2988507/ Paris,
rico:Record,B8.1/15,,,Baldwin locomotive works. World's Columbian Exhibition,,1893,,,,,,B8.1,,,3989,,,3989,,,4008,,https://sws.geonames.org/4560349/ Philadelphie,
rico:Record,B8.1/16,,,Traité de l'exploitation des chemins de fer,,,,"Victor Emion, avocat à la cour de Paris",,,"Librairie scientifique, industrielle et agricole Eugène Lacroix, éditeur, 15 quai Malaquais Paris",B8.1,,,,,,,,,,,https://sws.geonames.org/2988507/ Paris,
rico:Record,B8.1/17,,,"Instruction portant règlement des attributions du personnel des travaux, des indemnités de déplacements et de l'allocation accordée pour frais de bureau",,1867-03-31,,Chemins de fer départementaux,,,,B8.1,,,3987,,,3987,,,4008,,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B8.1/18,,,Le Moteur Simplex Notice Buire Système Demamare-Debouttevile et Malandin,,1890,,Cie des Fonderies et Forges de L'Horme,,,,B8.1,,,3989,,,3989,,,4008,,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B8.1/19,,,Appareils à filer la Soie Notice Buire système Léon Camel,,1889,,Chantiers de la Buire,,,,B8.1,,,3989,,,3989,,,4008,,,
rico:Record,B8.1/2,,,Les conducteurs des Ponts et Chaussée. Question de leur avancement,,1865,,,,,"Vve Marius Olive, 68 rue Paradis Marseille",B8.1,,,,,,,,,3973,,https://sws.geonames.org/2995469/ Marseille,
rico:Record,B8.1/3,,,Ecluse à grande dénivellation Système Puchet et Sautereau,,1879,,Gustave Sautereau,,,Imp. administrative et des chemins de fer,B8.1,,,3989,,,3989,,,4008,,,
rico:Record,B8.1/4,,Annexe au procès-verbal de la séance de l'Assemblée nationale du 3 février 1873,À propos de la concession d'une ligne directe de Calais à Marseille,,1873,,Commission de l'Assemblée Nationale,,,,B8.1,,Absence de la couverture,3987,,,3987,,,4008,,,
rico:Record,B8.1/5,,Chemin de fer de Strasbourg à Bale inauguré les 19 et 20 septembre 1841. notes et documents historiques,Bulletin spécial décembre 1894,,1892,,Société industrielle de Mulhouse,,,"Imp. nouvelle (association ouvrière), 11, rue Cadet",B8.1,,,3993,,,3993,,,,,https://sws.geonames.org/2988507/ Paris,
rico:Record,B8.1/6,,,Compte rendu des opérations de la Caisse d'Epargne de Lyon. Année 1891,,1892,,,,"M.J. Perrin, président de la caisse d'épargne de Lyon",,B8.1,,Couverture ou reliure endommagée,3989,,,3989,,,4008,,,
rico:Record,B8.1/7,,,"Chambre de Commerce de St Étienne. Rapport sur les traités de commerce avec l'Angleterre, la Belgique, l'Italie, la Suède, la Norvège, le Zolwerein, la Suisse, etc., etc.",,1870,,Ennemond Richard,,,"Imprimerie V. Théolier, 12, rue Gérentet Saint-Étienne",B8.1,,,3987,,,3987,,,4008,,https://sws.geonames.org/2980291/ Saint-Étienne,
rico:Record,B8.1/8,,,Exposition Universelle Internationale de 1878 à Paris. Rapports du jury international. Groupe V Classe 43. Les produits de l'exploitation des mines et de la métallurgie. Section III produits de l'élaboration des métaux usuels,,1881,,"Lebasteur, ingénieur de la compagnie des chemins de fer de P-L-M",,,"Imprimerie nationale, Paris",B8.1,,,,,,,,,,,https://sws.geonames.org/2988507/ Paris,
rico:Record,B8.1/9,,,"Statuts de la Société Métallurgique lyonnaise, dressés suivant acte passé devant Me Jullien, notaire à Lyon, le 5 janvier 1880",,1880,,Société Métallurgique Lyonnaise,,,"Imp. Mougin-Rusand, 3, rue Stella, Lyon",B8.1,,,3995,,,3995,,,,Statuts,https://sws.geonames.org/2996944/ Lyon,
rico:RecordSet,B8.2,Dossier d'archives,,Diverses affiches liées à la Buire,,,,,,,,B8,,,,,,,,,,,,
rico:RecordSet,B8.3,Dossier d'archives,,Dossier Exposition,,,,,,,,B8,,,,,,,,,,,,
rico:Record,B8.3/1,,Société d'Encouragement pour l'Industrie Nationale. Résumé des procès-verbaux des séances du conseil d'administration,Notes sur les jurés titulaires de l'exposition (universelle de 1889?),,,,,,,,B8.3,,,3994,,,3994,,,,,,
rico:Record,B8.3/2,,La machine à vapeur Willans à distribution centrale,Brochure publicitaire,,,,,,,,B8.3,,,,,,,,,,,,
rico:Record,B8.3/3,,Machine à teindre Vonwiller Gessner et Cie,"Brochure publicitaire ; porte le tampon ""Chantiers de la Buire Lyon""",,,,,,,,B8.3,,,,,,,,,,,,
rico:Record,B8.3/4,,Secoueuse Dresseuse César Corron,"Brochure publicitaire ; porte le tampon ""Chantiers de la Buire Lyon""",,,,,,,,B8.3,,,,,,,,,,,,
rico:Record,B8.3/5,,,Photographie d'une machine,,,,"L. Cantuel, photographe, 2 rue nationale, Argenteuil",,,,B8.3,,,,,,,,,,Photographie/Portrait,,
rico:RecordSet,B9,Sous-série d'archives,,Plans et iconographie sur la Buire,1866/1950,,,,,,,B8-B12,Bureau de Marc Seguin Travée 4 étagère 7,,,,,,,,,,,
rico:RecordSet,B9.1,Dossier d'archives,,Divers plans et profils ferroviaires,1866/1889,,,,,,,B9,,,,,,,,,,,,
rico:Record,B9.1/1,,,Plan cartonné,,1889,,,,,,B9.1,,,,,,,,,,Plans et iconographie,,
rico:Record,B9.1/2,,Plans des chantiers de la Buire,Plan en papier japon,,1866-12,,,,,,B9.1,,Plan fragile,,,,,,,,Plans et iconographie,,
rico:Record,B9.1/3,,Cités ouvrières de Mulhouse,Livre,,1867,,,,,Imp. et lith. Eugène Jobard Dijon,B9.1,,Couverture abîmée,,,,,,,,,https://sws.geonames.org/3021372/ Dijon,
rico:Record,B9.1/4,,,Ligne de Macon à Paray le Monial : profil en long général,,,,,,,,B9.1,,,,,,,,,,,,
rico:Record,B9.1/5,,,Ligne de Macon à Paray le Monial : carte et profil en long,,,,,,,,B9.1,,,,,,,,,,,,
rico:Record,B9.1/6,,,Compagnie de la Dombes. Chemin de Fer de Lyon à Bourg. Section de Sathonay à Bourg. Profil en long,,,,,,,,B9.1,,,3985,,,3985,,,,,,
rico:Record,B9.1/7,,Chemins de fer d'intérêt local de la Côte d'Or,Plan de machine en papier japon coloré,,,,Compagnie des Dombes,,,,B9.1,,,,,,,,,,Plans et iconographie,,
rico:Record,B9.1/8,,,Profil en long de la section Ste Cécile,,,,,,,,B9.1,,,,,,,,,,,,
rico:Record,B9.1/9,,,Locomotive tender à trois essieux couplés. La Veyle,,,,Compagnie des Dombes,,,,B9.1,,,,,,,,,,,,
rico:RecordSet,B9.2,Dossier d'archives,,"Plans d'une machine contenus dans une pochette ""Plans de la Dombe""",,,,,,,,B9,,,,,,,,,,,,
rico:Record,B9.2/1,,,Distributeur,,,,,,,,B9.2,,,,,,,,,,,,
rico:Record,B9.2/2,,,Coupe,,,,,,,,B9.2,,,,,,,,,,,,
rico:Record,B9.2/3,,,Croquis d'une machine,,,,,,,,B9.2,,,,,,,,,,,,
rico:RecordSet,B9.3,Dossier d'archives,,Diverses images de la Buire,,,,,,,,B9,,,,,,,,,,,,
rico:Record,B9.3/1,,,Carte postale représentant les chantiers de la Buire recto ; présentation des roues Dégrange verso,,,,,,,,B9.3,,,3989,,,3989,,,,,,
rico:Record,B9.3/2,,,Carte postale photographique représentant les membres du Chantier de la Buire,,,,,,,,B9.3,,,3989,,,3989,,,,,,
rico:RecordSet,B9.4,Dossier d'archives,,Documentation récente,,1950,,,,,,B9,,,,,,,,,,,,
rico:RecordSet,B5-B5,Série d'archives,,Archives industrielles et d'entreprises (papeteries),1866/1903,,,,,,,B1-B18,,,,,,,,,,,,
rico:RecordSet,B5,Sous-série d'archives,,Rôle d'Augustin dans les papeteries de Montbard et Vidalon,1866/1903,,,,,,,B5-B5,Bureau de Marc Seguin Travée 2 étagère 8,,,,,,,,,,,
rico:RecordSet,B5.1,Dossier d'archives,,Bilans et balances de la papeterie de Montbard,1895/1901,,,,,,,B5,,,,,,,,,,,,
rico:Record,B5.1/1,,,Bilan du 31 décembre 1895,,1895-12-31,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,Bilans et documents financiers,,
rico:Record,B5.1/2,,,Balance générale du 30 juin 1896,,1896-06-30,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,,,
rico:Record,B5.1/3,,,Bilan du 30 juin 1896,,1896-06-30,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,Bilans et documents financiers,,
rico:Record,B5.1/4,,,Balance générale du 31 décembre 1896,,1896-12-31,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,,,
rico:Record,B5.1/5,,,Bilan du 31 décembre 1896,,1896-12-31,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,Bilans et documents financiers,,
rico:Record,B5.1/6,,,Balance au 30 juin 1897,,1897-06-30,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,,,
rico:Record,B5.1/7,,,Bilan du 30 juin 1897,,1897-06-30,,Papeteries de Montbard,3955,,,B5.1,,,,,,,,,,Bilans et documents financiers,,
rico:Record,B5.1/8,,,Lettre à propos de l'achat de l'ancien moulin de Marmagne,,1901-10-24,,Papeteries de Vidalon,3955,,,B5.1,,,3982,,,3982,,,,Correspondance,,
rico:RecordSet,B5.2,Dossier d'archives,,Papeteries de Vidalon,1866/1903,,,,,,,B5,,,,,,,,,,,,
rico:RecordSet,B5.2.1,Sous-dossier d'archives,,Bilans financiers et frais généraux de la société anonyme des papeteries de Vidalon,1891/1901,,,,,,,B5.2,,,,,,,,,,,,
rico:Record,B5.2.1/1,,,Bilan de la société des papeteries de Vidalon,,1891-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/10,,Relevé du Grand-Livre au 31 décembre 1893,"Liste des clients et de leurs dépenses, liste des fournisseurs, bilan des comptes-courants",,1893-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/11,,,Frais généraux du deuxième semestre de 1893,1893-04/1893-06,,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/12,,Bilan suivant méthode Conventz,"Bilan financier du 31 décembre 1893. NB : la méthode Conventz, aussi appelée méthode de la ligne droite est une méthode de comptabilité mise au point par L. Conventz en 1869",,1893-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/13,,,Bilan de Vidalon au 31 décembre 1893,,1893-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/14,,,Bilan du 31 décembre 1894,,1894-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/15,,,Bilan du 31 décembre 1895,,1895-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/16,,,Bilan du 31 décembre 1896,,1896-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/17,,Frais généraux en 1897,3 pièces dont un exemplaire imprimé non rempli et un exemplaire minute,,1897,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/18,,,Frais généraux du premier semestre de 1898,1898-01/1898-03,,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/19,,,Bilan du 30 juin 1898,,1898-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/2,,,Bilan du 30 juin 1892,,1892-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/20,,,Bilan du 30 juin 1899,,1899-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/21,,,Bilan du 30 juin 1900,,1900-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/22,,,Bilan du 31 décembre 1900,,1900-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/23,,,Bilan du 30 juin 1901,,1901-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/24,,,Bilan du 31 décembre 1901,,1901-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/3,,Frais de dépôt au 20 octobre 1892,2 pièces,,1892-10-20,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/4,,,Bilan du 31 décembre 1892,,1892-12-31,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.1/5,,,Comptes à amortir [en 1892],,1892,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/6,,,Marchandises à disposition de l’année 1892,,1892,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/7,,,Fabrication en 1892,,1892,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/8,,,Frais généraux [de 1892],,1892,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:Record,B5.2.1/9,,,Balance du 30 juin 1893,,1893-06-30,,Papeteries de Vidalon,,,,B5.2.1,,,3982,,,3982,,,,,,
rico:RecordSet,B5.2.2,Sous-dossier d'archives,,Rapports et procès-verbaux à propos des papeteries de Vidalon,1892/1895,,,,,,,B5.2,,,,,,,,,,,,
rico:Record,B5.2.2/1,,"Rapport des commissaires-vérificateurs, exercice 1892","Rapport des commissaires à propos des activités de l’usine mal en point (perte de 28025,33 francs) ; 2 exemplaires",,1892,,Les commissaires-vérificateurs Léopold Béchetoille;Augustin Seguin,,,,B5.2.2,,,3982,,,3982,,,,,,
rico:Record,B5.2.2/2,,Observations des commissaires,Observations concernant les difficultés rencontrées par les commissaires-vérificateurs concernant la mauvaise tenue des documents administratifs et financiers de la société,,1892,,Les commissaires-vérificateurs Léopold Béchetoille;Augustin Seguin,,,,B5.2.2,,,3982,,,3982,,,,,,
rico:Record,B5.2.2/3,,Procès-verbal de la 15e assemblée générale ordinaire et extraordinaire du 22 avril 1893,"Procès verbal de l'Assemblée Générale Extraordinaire du 22 avril 1893. Perte de 28 000 Francs L Bechetoille et A Seguin nommés Commissaires à la surveillance. Réduction du capital du tiers. Changement de gouvernance: un directeur ""étranger"" sous le contrôle d'un conseil de surveillance ( pdt du Conseil et 2 administrateurs délégués)",,1893-04-22,,Papeteries de Montbard,,,,B5.2.2,,,,,,,,,,Bilans et documents financiers,,
rico:Record,B5.2.2/4,,,Examen du bilan au 31 décembre 1893,,1893-12-31,,Papeteries de Vidalon,,,,B5.2.2,,,3982,,,3982,,,,Bilans et documents financiers,,
rico:Record,B5.2.2/5,,Rapport des commissaires [1894],Ensemble de notes manuscrites,,,3955,,,,,B5.2.2,,,3982,,,3982,,,,,,
rico:Record,B5.2.2/6,,,Convocation à l’assemblée générale des papeteries de Vidalon du 17 avril 1895,,1895-04-17,,Papeteries de Vidalon,3955,,,B5.2.2,,,3982,,,3982,,,,,,
rico:RecordSet,B5.2.3,Sous-dossier d'archives,,Brochures imprimées à propos des papeteries de Vidalon,1866/1893,,,,,,,B5.2,,,,,,,,,,,,
rico:Record,B5.2.3/1,,Société anonyme des papeteries de Vidalon. Statuts modifiés par décision…du 9 septembre 1893,2 exemplaires ; À la suite d'une nouvelle AGE en date du 9 septembre 1893 les statuts sont modifiés pour tenir compte de la réduction du capital et changement de gouvernance. Conseil d'administration a tous pouvoirs et peut déléguer à toute personne de son choix.,,1893-09-09,,Papeteries de Vidalon,,,,B5.2.3,,,3982,,,3982,,,,,,
rico:Record,B5.2.3/2,,Société anonyme des papeteries de Vidalon. Statuts,2 exemplaires des statuts de la Société anonyme des papeteries de Vidalon,,1880-12-31,,Papeteries de Vidalon,,,,B5.2.3,,,3982,,,3982,,,,Statuts,,
rico:Record,B5.2.3/3,,"Le Moniteur de la papeterie française, organe officiel des fabricants de papier","Mise en avant de l’article « La pâte à bois en amérique » de Raymond de Montgolfier, p.266-267",,1866-06-15,3938,,,,,B5.2.3,,,3982,,,3982,,,,,,
rico:RecordSet,B5.2.4,Sous-dossier d'archives,,Correspondances diverses adressées à Augustin Seguin à propos des papeteries de Vidalon,1893/1902,,,,,,,B5.2,,,,,,,,,,,,
rico:RecordSet,B5.2.4.a,Sous-sous-dossier d'archives,,Correspondance passive avec C. Luquet,,1898,,,,,,B5.2.4,,,,,,,,,,,,
rico:Record,B5.2.4.a/1,,,Lettre officielle de C. Luquet pour Augustin Seguin en tant que président du Conseil d’administration pour l’informer de son départ,,1898-10-16,3938,,3955,,,B5.2.4.a,,,3982,,,3982,,,,Correspondance,,
rico:Record,B5.2.4.a/2,,,Lettre de Charles Luquet à Augustin en tant que Président refusant sa nomination en tant que commissaire de SAPV eu égard à son désaccord avec la direction et le caractère limité de son rôle.,,,3938,,3955,,,B5.2.4.a,,,3982,,,3982,,,,Correspondance,,
rico:Record,B5.2.4.a/3,,,"Lettre de Charles Luquet à Augustin Seguin à propos des difficultés traversées par l’entreprise, notamment du fait de la baisse générale du papier",,1898-11-11,3938,,3955,,,B5.2.4.a,,,3982,,,3982,,,,Correspondance,,
rico:Record,B5.2.4.a/4,,,Lettre de Charles Luquet à Augustin Seguin à propos de ses efforts pour infléchir les mauvaises affaires en impliquant le directeur,,1898-12-03,,Charles Luquet,3955,,,B5.2.4.a,,,3982,,,3982,,,,Correspondance,,
