o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:available,dcterms:isPartOf,dcterms:hasPart,dcterms:dateSubmitted,dcterms:license,bibo:number,rdfs:comment,crm:P16i_was_used_for,crm:P44_has_condition,crm:P57_has_number_of_parts,crm:P70i_is_documented_in,crm:P187_has_production_plan,curation:status,modsci:hasManufacturer,modsci:hasScientificInstrumentManufacturer,modsci:instrumentUsedInScience,modsci:isManufacturerOf,modsci:usesInstrument,rico:documentedBy,rico:hasOrHadIdentifier,rico:hasOrHadPhysicalLocation,rico:descriptiveNote,rico:location,rico:measure,rico:technicalCharacteristics,schema:brand,schema:dateCreated,schema:model,schema:storageRequirements,schema:serialNumber,schema:material
4658,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Coupe-circuit,SEGUIN-0206,,,,,2022-08-01,,16853,,"Le coupe-circuit est un interrupteur spécifique qui permet de couper le courant général.
Installé dans un circuit électrique, il permet de couper le courant général de celui-ci.",Mauvais état,,,,,,,4040 | 4022,,,,,Salle de mécanique,,,10 cm (hauteur) x 21 cm (largeur) x 50 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4657,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Système de pompe à bascule ?,SEGUIN-0205,,,,,2022-08-01,,16852,,Système de pompe à bascule ?,Bon état,,,,,,,http://ark.bnf.fr/ark:/12148/cb119520549 hydrodynamique | 4040,,,,,Salle de mécanique,,,52 cm (hauteur) x 19 cm (largeur) x 72 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4656,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0204,,,,,2022-08-01,,16851,,?,Mauvais état,,,,,,,4040,,,,,Salle de mécanique,,,26 cm (hauteur) x 25 cm (largeur) x 91 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4655,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pièce d'optique,SEGUIN-0203,,,,,2022-08-01,,16850,"A remettre dans le cabinet de physique.
Devait servir avec un autre instrument de la collection du cabinet de physique, expériences d'optique ?",Instrument d'optique ?,Mauvais état,,,,,http://viaf.org/viaf/95912279 Jules Duboscq,,4040 | 4038,,,,,Salle de mécanique,"Gravé sur disque en métal ""J. DUBOSCQ A PARIS""",https://sws.geonames.org/2988507/ Paris,13 cm (hauteur). Diamètre: 10 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2305 Marbre
4654,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Coupe-circuit,SEGUIN-0202,,,,,2022-08-01,,16849,"Deux exemplaires, un en mauvais état, l'autre en bon état.","Le coupe-circuit est un interrupteur spécifique qui permet de couper le courant général.
Installé dans un circuit électrique, il permet de couper le courant général de celui-ci.",Bon état,,,,,,,4040 | 4022,,,,,Salle de mécanique,,,"11 cm (hauteur) x 7,5 cm (largeur) x 11 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2305 Marbre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4653,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Sonnette,SEGUIN-0201,,,,,2022-08-01,,16848,,Des sonnettes sont présentes dans le cabinet de physique.,État médiocre,,,,,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,M230,Salle de mécanique,,,"3,5 cm (hauteur) x 10,5 cm (largeur) x 18 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4652,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0200,,,,,2022-08-01,,16847,,peut-être une pièce de moteur ?,Bon état,,,,,,,4040 | 4025,,,,M228,Salle de mécanique,,,9 cm (hauteur) x 7 cm (largeur) x 14 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4651,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0199,,,,,2022-08-01,,16846,,?,Bon état,,,,,,,4040,,,,M226,Salle de mécanique,,,12 cm (hauteur) x 10 cm (largeur) x 19 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4650,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0198,,,,,2022-08-01,,16845,,?,Bon état,,,,,,,4040,,,,M226,Salle de mécanique,,,11 cm (hauteur) x 10 cm (largeur) x 10 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4649,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Porte objets ?,SEGUIN-0197,,,,,2022-08-01,,16844,,?,Bon état,2,,,Intégrité: oui. Fonctionnel,,,4040,,,,M227,Salle de mécanique,,,22 cm (hauteur). Diamètre: 8 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4648,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pièce métallique ?,SEGUIN-0196,,,,,2022-08-01,,16843,,?,Mauvais état,,,,Intégrité: non,,,4040 | 4025,,,,,Salle de mécanique,,,"10 cm (hauteur). Diamètre: 3,5 cm",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4647,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Machine magnéto-électrique,SEGUIN-0195,,,,,2022-08-01,,16842,,"Cette machine permet de convertir de l'énergie mécanique en énergie électrique par l'intermédiaire de l'induction électromagnétique. Avec cette machine, le courant obtenu est continu. L'inducteur est l'aimant en U, l'induit est la double bobine mobile autour d'un axe (cylindre de fer doux entouré de fils de cuivre). Un commutateur composé d'un cylindre de métal et un cylindre de cuivre peut compléter l'installation. L'appareil est relié à un circuit électrique avec un ampèremètre. La manivelle est actionnée, elle fait tourner la chaine de vélo, l'aiguille de l'ampèremètre bouge, un courant électrique est donc produit.","Mauvais état. Il manque la manivelle. 
Le socle présente de nombreux trous d'envols",,http://aseiste.org/,,Intégrité: non,,,4040 | 4022,,,,M192,Salle de mécanique,,,29 cm (hauteur) x 19 cm (largeur) x 30 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4646,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Métronome électrique,SEGUIN-0194,,,,,2022-08-01,,16841,,Il sert à mesurer le temps lorsqu'on joue de la musique afin de mesurer la régularité et la vitesse d'exécution des morceaux de musique ou autre activité.,Bon état,,,,Intégrité: oui. Fonctionnel,J.T.L.,,4040 | 4025,,,,M190,Salle de mécanique,"A l'intérieur sur une bande de papier derrière l'aiguille, de bas en haut ""J.T.L."", dessin d'une lyre, ""208-200-192-184-176-168-144-133-132-126-120-116-112-108-104-100-96-92-88-84-80-76-72-69-66-63-60-58-56-54-52-50-48-46-44-42-40""
""PRESTO-ALLEGRO-ANDANTE-ADAGIO-LARGHETTO-LARGO""
Sur plaque de métal ""METRONOME DE AMELLEZ""
""AMERIQUE-PARIS-LONDRES-BRUXELLE-FRANCE-HOLLANDE""",,"28 cm (hauteur) x 15,5 cm (largeur) x 20 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4645,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Ensemble d'engrenages,SEGUIN-0193,,,,,2022-08-01,,16840,,?,Mauvais état,,,,,,,4040 | 4025,,,,M189,Salle de mécanique,,,8 cm (hauteur) x 10 cm (largeur) x 15 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4644,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Voltmètre,SEGUIN-0192,,,,,2022-08-01,,16839,Encombrement sans le cordon,"Ce voltmètre permet de mesurer des tensions électriques continues entre 0 et 150 volts.
Le voltmètre se branche en dérivation aux bornes des appareils.",Bon état,,,,,SITAR,,4040 | 4022,,,,M191,Salle de mécanique,"Etiquette papier collée ""110 V - 220 V - Réseau 50P - Utilisation 110 Volts""
Sur le cadran ""Volts"" ""SITAR"" ""0A7 50P""
Cadran gradué de 0 à 150.
Sur le cordon d'alimentation ""LUDEX""",,"10 cm (hauteur) x 9,5 cm (largeur) x 12,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T94-301 Plastique | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4643,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Interrupteur,SEGUIN-0191,,,,,2022-08-01,,16838,,Cet instrument est utilisé dans les montages électriques.,Mauvais état,,,,,,,4040 | 4022,,,,,Salle de mécanique,,,9 cm (hauteur) x 30 cm (largeur) x 44 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2305 Marbre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4642,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Porte-objets,SEGUIN-0190,,,,,2022-08-01,,16837,Reprendre les dimensions,Cet objet servait à maintenir des montages d'expériences de chimie.,Bon état,,,,,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4641,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Seltzogènes,SEGUIN-0189,,,,,2022-08-01,,16836,"Vérifier l'étiquette constructeur sur l'exemplaire à double sphères.
? ""D. Fèvre, Etablissement Vve Eugèbe Thessier, successeurs""
fondé en 1835
Revoir les dimensions","Ces instruments permettent de fabriquer des boissons gazeuses : eau gazeuse, limonade, vin mousseux. L'eau de Seltz est une eau gazeuse faite d'eau pure chargée d'acide carbonique sous forte pression. Elle est conservée dans une bouteille appelée siphon et munie d'une valve qui permet de servir l'eau en jet grâce à la pression intérieure.",Bon état,,,,,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4640,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Supports en bois,SEGUIN-0188,,,,,2022-08-01,,16835,,?,Bon état,,,,,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4639,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0187,,,,,2022-08-01,,16834,,?,Bon état,,,,,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,40 cm (hauteur) x 15 cm (largeur) x 40 cm (longueur),,,,,,,
4638,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Eléments pour aspirateur de Regnault,SEGUIN-0186,,,,,2022-08-01,,16833,"Voir SEGUIN-0163
Pas de dimensions","Cet appareil servait à aspirer des gaz. Le réservoir est rempli d'eau par le haut en fermant le robinet du bas. Le robinet du eau est connecté à un système contenant un gaz.
Lorsqu'on ouvre le robinet du bas, l'eau s'écoule créant ainsi une aspiration qui permet de vider le gaz de l'appareil connecté.
L'aspirateur de Regnault était notamment utilisé avec l'hygromètre du même nom.",Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,
4637,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Accessoires divers,SEGUIN-0185,,,,,2022-08-01,,16832,Eléments divers utilisés dans la salle de chimie.,A revoir,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,
4636,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Creusets,SEGUIN-0184,,,,,2022-08-01,,16831,"Les plus grands : H 45 cm x D 18 cm
Les plus petits : H 30 cm x D 15 cm",Ces instruments permettent de faire fondre ou calciner certaines matières. Les creusets résistent à des températures importantes et à des températures supérieures aux températures de fusion des produits qui sont placés dedans.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2439 Céramique
4635,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Réchauds,SEGUIN-0183,,,,,2022-08-01,,16830,L'encombrement est à peu près identique pour les trois réchauds : L 55 cm x l 25 cm x H 20 cm pour le plus grand.,Ces instruments servent à chauffer des solutions pour des expériences de chimie.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,"C255, C256, C257",Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4634,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Haltères,SEGUIN-0182,,,,,2022-08-01,,16829,,Certainement pour le sport ou utiliser comme poids ?,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,49 cm (hauteur). Diamètre: 13 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4633,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Congélateur,SEGUIN-0181,,,,,2022-08-01,,16828,"Création du congélateur ou glacière des familles par Villeneuve à partir de deux mélanges :
1/ trois parties de sulfate de soude et deux parties d'acide chlorhydrique,
2/ une partie de nitrate d'ammoniaque et une partie d'eau.
Cet appareil a été soumis au jugement de l'Académie des sciences et approuvé. Commission composée de MM. Babinet, Francoeur et Pouillet. Cette machine permet de faire plusieurs kg de glace très pure et très compacte (3-4 kg) en une seule fois, en moins d'1 heure avec une dépense d'environ 2 frs. 
Les congélateurs de M. Villeneuve coûtent de 55 à 100 frs. Le dépôt est à Paris, rue des Petits-Augustins, 17.
Glacière des familles, dessin paru dans ""le Magasin pittoresque"" de 1867.
M. Villeneuve ne présente point son congélateur à l'Académie des sciences comme un appareil scientifique mais bien comme un appareil d'économie domestique.",Cet appareil sert à fabriquer de la glace pour la réalisation d'expériences scientifiques.,Mauvais état. Il semble manquer la manivelle,,"http://aimable-faubourien.blogspot.com/2010/08/ | Journal d'agriculture pratique et de jardinage, publié par les rédacteurs de la Maison Rustique au XIXe siècle, 2e série, t. III, juin 1845-juin 1846.",,,Villeneuve,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,"""LE CONGELATEUR-GLACIERE DES FAMILLES
PROPRIETE DE VILLENEUVE ET Cie
RUE DES PETITS AUGUSTINS, 17""",,38 cm (hauteur) x 22 cm (largeur) x 29 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4632,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Four réfractaire,SEGUIN-0180,,,,,2022-08-01,,16827,,Ce matériel sert à réaliser des expériences de chimie.,Mauvais état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,C265,Salle de chimie,,,43 cm (hauteur) x 35 cm (largeur) x 48 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2439 Céramique
4631,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Four ?,SEGUIN-0179,,,,,2022-08-01,,16826,"Maison Payen, 1730. Jean-Baptiste Court met au point l'huile d'olive blanche. Court s'associe à son neveu Jean-Baptiste Payen en 1770. Dynastie des Court-Payen. Du XVIIIe au XXe siècle, Maison Payen est la plus grande fabrique d'huilles rares et de savons.",Ce matériel sert à réaliser des expériences de chimie.,Bon état,,https://www.maisonpayen1730.com/A_propos_de_Maison_Payen_1730,,Intégrité: oui. Fonctionnel,Deruelle,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,"""Ancne Mon Payen, Deruelle Sr, 86 Bd de Menil Montant""
""19""",https://sws.geonames.org/2988507/ Paris,"11,5 cm (hauteur) x 11 cm (largeur) x 24 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2439 Céramique
4630,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Porte-éprouvettes,SEGUIN-0178,,,,,2022-08-01,,16825,Encombrement sans les tubes,Ce matériel sert à réaliser des expériences de chimie.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,"11,5 cm (hauteur) x 11 cm (largeur) x 24 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4629,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Boite en bois,SEGUIN-0177,,,,,2022-08-01,,16824,Encombrement = taille de la boite,Ce matériel sert à réaliser des expériences de chimie.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,,,"8 cm (hauteur) x 15,5 cm (largeur) x 113,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4628,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Placards du bas,SEGUIN-0176,,,,,2022-08-01,,16823,,Ce matériel sert à réaliser des expériences de chimie.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,"- Charbon et Naphtol granulés, antiseptique de l'estomac, Dyspepsie, Maladies de l'intestin, Mode d'emploi Quatre à cinq cuillerées à café par jour dans l'intervalle des repas
- Biétri Ainé&Cie, Maison fondée en ..., Bi-Chromate de Soude, 29 rue Lanterne, Lyon
- Fluorure de Calcium
- ...générales pour la photographie...&a. Boulade frères, Développateur à l'hydroquinone, Atelier à Vapeur, 2 rue Gasparin, Lyon
- Pharmacie de l'Hôtel-Dieu, Sirop de Iodure de Fer, Annonay",,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4627,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Contenant pour liquide ou solide ?,SEGUIN-0175,,,,,2022-08-01,,16822,,"Ce récipient servait pour transporter, conserver un liquide, une poudre...",Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,C261,Salle de chimie,,,22 cm (hauteur) x 5 cm (largeur) x 15 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T94-18 Cuir | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4626,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Armoires vitrées de produits chimiques,SEGUIN-0174,,,,,2022-08-01,,16821,"(suite inscriptions)
- Produits chimiques et pharmaceutiques - Ancienne Maison N. Crolas, Givaudan, Trouillat&Cie, Société en Commandite par Action Capital : 600.000 frs, 8, quai des étoiles, 8, Lyon, Sb au crayon de papier, ""Poison"" rayé au crayon de papier
- Pharmacie Gavinet-Emile Chevalier Succ, 4, rue Louis-le-Grand, 4, Lyon
- Chlorure de Strontium
- Prussiate jaune de potassium
- Sulfate de Magnésie (peinture blanche, pochoir pour nom du produit)
- Oxyde de cuivre (idem)
- Molybdate (idem)
- Oxide de Bismuth (idem)
- Alcool pur (idem)
- Tannin
- Nitrate d'Argent
- L'Annonéenne, Encre noir, Annonay
- Pastilles de Réglisse dorée, bonbon créé par la Société Générale...Au dos ""Marc"" écrit au crayon de papier
- Carbonate de Potasse
- Pharmacie Gavinet
- Granules antimonieux du Dr Papillaud, dépôt général : Pharmacie, A. Gigon, 25 rue Coquillière, Paris, Granules antimoniaux du Dr Papillaud et de E. Mousnier, pharmacien inventeur, Saujon (Charente inférieure)
- Teinture n°..., Carlevan Pharmacien, Cannes, 23 rue d'Antibes",C'était la matière première pour les expériences de chimie réalisées dans la salle de chimie du domaine de Varagnes par Marc Seguin.,Bon état,,"(suite inscriptions)
- Pilules...P. Basset, Uranium ?, Dépôt général Pharmacie des Terreaux, fondée en 1750, P. Basset, Successeur de Faivre-Berard, Place des Terreaux, 9, rue Sainte-Marie, Lyon
- F",,,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,"- Ducretet et L. Lejeune, instruments pour les sciences, Sulfure de zinc de Ch. Henry
- Pharmacie de l'Hôtel-Dieu, Ether sulfurique
- Véritable bi-carbonate de soude ""Etoile""
- Produits chimiques et pharmaceutiques, Citrate de Magnésie, Menier à Paris, fabriqué à St-Denis
- ...Usine et entrepôt à St-Denis...Jouy, 7, Paris, Menier
- Chaux vive (CaO) (barré au crayon de papier), écrit au crayon de papier ""...d'étain""
- Bietrix Ainé f. Cie, Maison fondée en (1680 ?) Pharmacie-Droguerie, Potasse caustique, 29 rue Lanterne, Lyon
- Sulfate de Baryte
- Pommade s.l.f., usage externe, Henri Honnorat Pharmacien de 1ère classe, Place Carnot et Rue St Joseph, Lyon
- Fournitures générales pour la photo, Anc.ne Mson Carpentier, Drepierre&Wayant, 16bis, rue Gasparin, Lyon
- Pharmacie de l'Hôtel de Ville, P. Dollmann, Pharmacien, diplômé de la Faculté de Strasbourg, 32 rue Boissy d'Anglas, Annonay, Tel 5.97, Sirop n° 65.429
- Pharmacie Normale d'Annonay, Place de la Liberté, Huile de Paraffine, Extra Pure pour Usage interne, H. Faure, Pharmacie
- Phcie de l'Hôtel-Dieu, Annonay
- Siccatif de Courtrai pour tableaux, aux 2 palettes, prix : 0,50 fr, Guyot à Lyon, 4, rue St Dominique, 4",,"3,5 cm (hauteur) x 4,5 cm (largeur) x 33 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2794 Papier
4625,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Densimètre,SEGUIN-0173,,,,,2022-08-01,,16820,Encombrement de la boite,Le densimètre est utilisé pour calculer la densité d'un liquide ou d'une solution et en déterminer sa concentration.,État médiocre. Le densimètre est cassé en trois principaux morceaux. L'ampoule de mercure est intacte. L'ensemble a été rangé dans un placard,,,,Intégrité: non. Non fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,,Salle de chimie,"""Pèse acide consentré"" écrit à la main (faute à concentré)
""Aréomètre selon Cartier""",,"3,5 cm (hauteur) x 4,5 cm (largeur) x 33 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2794 Papier | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2123 Mercure
4624,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Boite en bois avec thermomètres et densimètres,SEGUIN-0172,,,,,2022-08-01,,16819,"Dans boite en bois :
- une boite peu épaisse avec charnière et crochets pour protéger un instrument fragile, 
- deux densimètres: un avec marque non lisible, l'autre ""Cartier""
- trois thermomètres : un thermomètre centésimal selon Gay-Lussac - Deleuil - 5 rue du Pont de Lodi - Paris
- un tube fermé gradué avec un crochet au bout pour le suspendre (centigrade + lettres gravées + gradué de 0 à 100)
- baguette de verre",Ces éléments étaient utilisés pour contrôler la température et la densité de solutions chimiques lors d'expériences au sein du laboratoire.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,19749,C250,Salle de chimie,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2794 Papier | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2123 Mercure
4623,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Verrerie,SEGUIN-0171,,,,,2022-08-01,,16818,,Ces éléments étaient utilisés pour réaliser des expériences au sein du laboratoire.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,Ce1.245,Salle de chimie,"Sur un des flacons ""Instruments & Fournitures à l'usage des Ingénieurs & Chimistes - Fabrique de produits chimiques - Maurice Rouff - 4 rue du Grand-Moulin - Saint-Etienne""",,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4622,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0170,,,,,2022-08-01,,16817,,?,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,C263,Salle de chimie,,,31 cm (hauteur). Diamètre: 9 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2439 Céramique
4621,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Support pour cornue ?,SEGUIN-0169,,,,,2022-08-01,,16816,,"Ce support permet de conserver la cornue dans les meilleures conditions possibles.
Mais est-ce vraiment son utilité première ?",Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933294x chimie des solutions | 4017,,,,C263,Salle de chimie,,,16 cm (hauteur) x 13 cm (largeur) x 20 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2439 Céramique
