o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:isVersionOf,crm:P44_has_condition,rico:documents,rico:hasCreator,rico:hasDocumentaryFormType,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:hasPublisher,rico:hasReceiver,rico:hasRecordSetType,rico:isDraftOf,rico:location
17133,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Administration centrale de la compagnie. Situation sommaire au 31 décembre 1893,B12.4.1.c/2,1893-12-31,,,3989,,,,4008,,,,,
17132,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.c/1,1893-12-31,,,3989,,Bilans et documents financiers,,4008,,,,,
17131,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.c,1893,,,,,,,,,,Sous-sous-dossier d'archives,,
17130,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.b/4,,,,3989,3955,,,,,,,,
17129,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.b/3,1893-06,,,3989,Crédit foncier de France,,,4008,,,,,
17128,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Prêts hypothécaires à long terme,B12.4.1.b/2,,,,3989,Crédit foncier de France,,,,,,,,
17127,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.b/1,1881-12-29,,,3989,"M. Christophle, gouverneur du Crédit foncier de France",Correspondance,,4008,,,,,
17126,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.b,1881/1893,,,,,,,,,,Sous-sous-dossier d'archives,,
17125,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.4.1.a,1893,,,3989,,,,4008,,,Sous-sous-dossier d'archives,,
17124,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.4.1,1881/1893,,,,,,,,,,Sous-dossier d'archives,,
17123,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.4,1871/1895,,,,,,,,,,Dossier d'archives,,
17122,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/8,1903-05-22,,,3984,Le directeur de la Compagnie des Mines de la Péronnière,Correspondance,,4008,,,,,https://sws.geonames.org/3009015/ La Grand-Croix
17121,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1901,B12.3.2/7,1903-03-01,,,3984,Compagnie des Mines de la Péronnière,,,4008,,,,,
17120,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/6,1901-12-31,,,3984,Le directeur de la Compagnie des Mines de la Péronnière,Correspondance,,4008,,,,,
17119,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/5,1902-01-31,,,3984,Compagnie des Mines de la Péronnière,,,4008,,,,,
17118,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/4,1901-07-31,,,3984,Le directeur de la Compagnie des Mines de la Péronnière,,,4008,,3955,,,
17117,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/3,1893-05-11,,,3984 | 3989,J.B. Bonnefoy,Correspondance,,4008,,J. Cusset,,,
17116,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/2,1893-03-23,,,3984,,,,4008,,,,,
17115,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.2/1,1893-02-24,,,3984,Compagnie des Mines de la Péronnière,Correspondance,,4008,,"M. Lévèque, directeur des hauts fourneaux du Pouzin",,,
17114,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.3.2,1893/1903,,,,,,,,,,Sous-dossier d'archives,,
17113,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1894,B12.3.1/9,,,,3984,,Bilans et documents financiers,,4008,,,,,
17112,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.1/8,1894-06-25,,,3984 | 3989,"A. Bonzon, agent de change | A. Donat, agent de change | E.M. Cottet et cie, banquiers",Correspondance,,4008,,,,,https://sws.geonames.org/2996944/ Lyon
17111,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1892,B12.3.1/7,1895-03-16,,,3984,J. Cusset,Bilans et documents financiers,,4008,,,,,
17110,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.1/6,1892-06-30,,,3984,Compagnie des Mines de la Péronnière,Bilans et documents financiers,,4008,,,,,
17109,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.1/5,1892-04-19,,,3984,B. Oriol | Augustin Seguin | L. Girard | J. Cusset,,,4008,,,,,
17108,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1891,B12.3.1/4,1893-03-15,,,3984,J. Cusset,Bilans et documents financiers,,4008,,,,,https://sws.geonames.org/2996944/ Lyon
17107,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1890,B12.3.1/3,1892-03-05,,,3984,J. Cusset,Bilans et documents financiers,,4008,,,,,https://sws.geonames.org/2996944/ Lyon
17106,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.1/2,1891-03-18,,,3984,J. Cusset,Bilans et documents financiers,,4008,,,,,https://sws.geonames.org/2996944/ Lyon
17105,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1900,B12.3.1/13,1902-03-22,,,3984,J. Cusset | F.Mairey,Bilans et documents financiers,,4008,,,,,
17104,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du commissaire vérificateur. Exercice 1898,B12.3.1/12,1901-03-09,,,3984,J. Cusset | F.Mairey,Bilans et documents financiers,,4008,,,,,
17103,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan au 31 décembre 1899,B12.3.1/11,1900-01-01,,,3984,,,,4008,,,,,
17102,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan au 31 décembre 1898,B12.3.1/10,1898-12-31,,,3984,,,,4008,,,,,
17101,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.3.1/1,1889,,,3984,Compagnie des Mines de la Péronnière,Statuts,,4008,"Imp. et lith. B. Sablière, 11 et 13, rue des Verchères, Rive-de-Gier",,,,https://sws.geonames.org/2983408/ Rive-de-Gier
17100,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.3.1,1889/1902,,,,,,,,,,Sous-dossier d'archives,,
17099,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.3,1889/1903,,,,,,,,,,Dossier d'archives,,
17098,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.6/3,1891,,,,,Bilans et documents financiers,,,,,,,
17097,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan au 30 juin 1890,B12.2.6/2,1890,,,,,,,,,,,,
17096,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.6/1,1889,,,,,Bilans et documents financiers,,,,,,,
17095,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.6,1889/1891,,,,,,,,,,Sous-dossier d'archives,,
17094,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Conditions de la souscription,B12.2.5/6,1898-06-24,,,3990,Conseil d'administration de la Société Nouvelle des Etablissements de l'Horme et de la Buire,Correspondance,,4008,,,,,https://sws.geonames.org/2996944/ Lyon
17093,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Extrait de la revue mensuelle, annexe de la revue hebdomadaire",B12.2.5/5,1898-05-06,,,3990,"E.M. Cottet et cie, banquiers",,,4008,,,,,
17092,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.5/4,1897-04-01,,,3990,Société Nouvelle des Etablissements de l'Horme et de la Buire,,,4008,,,,,
17091,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Société nouvelle des établissements de l'Horme et de la Buire,B12.2.5/3,1897-04-15,,,3990,A. Wirt | Brac de la Perrière pour la Société Nouvelle des Etablissements de l'Horme et de la Buire,,,4008,,,,,
17090,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.5/2,1897,,,,,Bilans et documents financiers,,,,,,,
17089,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.5/1,1896,,,,,Bilans et documents financiers,,,,,,,
17088,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.5,1896/1898,,,,,,,,,,Sous-dossier d'archives,,
17087,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport sur l'exercice 1868,B12.2.4/7,1894,,,,,,,,,,,,
17086,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.4/6,1894,,,,,,,,,,,,
17085,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Contrat d'ouverture de crédit devant notaire de la Société générale aux Forges de l'Hormes,B12.2.4/5,1894,,,,,,,,,,,,
17084,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.4/4,1894,,,,,Bilans et documents financiers,,,,,,,
17083,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan du 31 décembre 1894,B12.2.4/3,1894-12-31,,,,,,,,,,,,
17082,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.4/2,1894-10-12,,,,,,,,,,,,
17081,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.4/1,1894-06-30,,,,,Bilans et documents financiers,,,,,,,
17080,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.4,1894,,,,,,,,,,Sous-dossier d'archives,,
17079,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.3/4,1893-12-31,,,,,,,,,,,,
17078,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan du 31 décembre 1893,B12.2.3/3,1893-12-31,,,,,Bilans et documents financiers,,,,,,,
17077,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan au 31 décembre 1893,B12.2.3/2,1893-12-31,,,3989,Compagnie des fonderies et foges de l'Horme,Bilans et documents financiers,,4008,,,,,
17076,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.3/1,1894-05-02,,,,J. Rolland et C. Hutter,,,,,,,,
17075,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.3,1893/1894,,,,,,,,,,Sous-dossier d'archives,,
17074,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.2/2,1890-06-30,,,,,Bilans et documents financiers,,,,,,,
17073,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.2/1,1889-06-30,,,,,Bilans et documents financiers,,,,,,,
17072,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.2,1889/1890,,,,,,,,,,Sous-dossier d'archives,,
17071,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.2.1/4,1869-06-11,,,3987,,Correspondance,,4008,,La société des chantiers de la Buire,,,
17070,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport sur l'exercice 1867,B12.2.1/3,1869-06-10,,,3987,"Jean Schlenker, commissaire de la société des chantiers de la Buire | A. Jurie, commissaire de la société des chantiers de la Buire",,,4008,,,,,
17069,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Fonderies et forges de l'Horme. Notice sur les rigines de la Société, ses établissements, ses diverses productions",B12.2.1/2,1868-05-07,,,3987,"Jean Schlenker, commissaire de la société des chantiers de la Buire",,,4008,,,,,
17068,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Bilan au 31 décembre 1881,B12.2.1/1,1889,,,3989,,,,4008,,,,,
17067,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2.1,1868/1889,,,,,,,,,,Sous-dossier d'archives,,
17066,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B12.2,1868/1898,,,,,,,,,,Dossier d'archives,,
17065,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.1/9,1870-05-16,,,3985,M. Four,Correspondance,,,,3970,,,https://sws.geonames.org/2996944/ Lyon
17064,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.1/8,,,,,,,,,,,,,
17063,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport du conseil d'administration. Procès-verbal et résolutions de l'AGE du 23 janvier 1884,B12.1/7,1884,,,,Conseil d'administration de la Compagnie des Dombes et des chemins de fer du sud-est.,,,,"Imprimerie Schneider Frères, quai de l’Hôpital, 12, Lyon",,,,https://sws.geonames.org/2996944/ Lyon
17062,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.1/6,1882,,,3986 | 3991,Compagnie des Dombes et des chemins de fer du sud-est.,Bilans et documents financiers,,,,,,,
17061,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Emprunts de 1879-1919,B12.1/5,1881/1882,,,,Compagnie des Dombes et des chemins de fer du sud-est.,Bilans et documents financiers,,,,,,,
17060,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.1/4,1872,,,,Compagnie des Dombes et des chemins de fer du sud-est.,Bilans et documents financiers,,,,,,,
17059,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B12.1/3,1872,,,,Compagnie des Dombes et des chemins de fer du sud-est.,,,,,,,,
